-23.7021 , -23.7023
-23.5985 , -23.8055
-23.4944 , -23.9083
-23.3898 , -24.0105
-23.2571 , -24.0836
-22.5709 , -23.5781
-21.9722 , -23.154
-21.3228 , -22.667
-20.8963 , -22.4088
-20.3096 , -21.971
-19.4299 , -21.2042
-18.9338 , -20.8446
-18.6285 , -20.6892
-17.9521 , -20.1138
-16.9895 , -19.2033
-16.4836 , -18.7961
-16.0865 , -18.5055
-15.8228 , -18.3634
-15.3789 , -18.0065
-14.99 , -17.7071
-14.5784 , -17.3739
-13.5816 , -16.3303
-11.9582 , -14.5066
-11.667 , -14.2798
-11.5291 , -14.2374
-11.4669 , -14.2875
-11.4044 , -14.3374
-11.3417 , -14.387
-11.2789 , -14.4364
-10.5301 , -13.5999
-10.2758 , -13.3918
-10.0963 , -13.2774
-10.0382 , -13.3213
-9.59708 , -12.8521
-9.42195 , -12.7331
-9.34265 , -12.7419
-9.23994 , -12.7178
-9.04414 , -12.5632
-8.91955 , -12.5048
-8.93416 , -12.6416
-8.83303 , -12.615
-8.77791 , -12.6534
-8.6773 , -12.6256
-8.50957 , -12.4981
-8.36548 , -12.4024
-8.2224 , -12.3058
-8.16863 , -12.3415
-8.1147 , -12.3771
-8.06062 , -12.4124
-8.00638 , -12.4474
-7.95199 , -12.4822
-7.89745 , -12.5168
-7.5884 , -12.1441
-7.4722 , -12.075
-7.39854 , -12.0734
-7.32504 , -12.0714
-7.2723 , -12.1032
-7.19897 , -12.1005
-7.1461 , -12.1318
-7.0528 , -12.0937
-7.01996 , -12.159
-6.96684 , -12.1895
-6.8742 , -12.1502
-6.82112 , -12.1801
-6.76791 , -12.2097
-6.69533 , -12.2041
-6.60384 , -12.1628
-6.55071 , -12.1915
-6.47867 , -12.1847
-6.44407 , -12.2482
-6.33516 , -12.1698
-6.282 , -12.1973
-6.1924 , -12.1533
-6.13931 , -12.1802
-5.97902 , -11.9921
-5.90894 , -11.9822
-5.85661 , -12.0079
-5.73465 , -11.8892
-5.68272 , -11.9141
-5.63068 , -11.9388
-5.51091 , -11.8183
-5.50953 , -11.9512
-5.40757 , -11.8659
-5.2736 , -11.707
-5.22247 , -11.7299
-5.23568 , -11.8991
-5.11991 , -11.7751
-5.06848 , -11.7973
-5.01696 , -11.8193
-4.96534 , -11.8411
-4.91363 , -11.8626
-4.78609 , -11.6988
-4.85487 , -12.0163
-4.8024 , -12.0374
-4.74983 , -12.0582
-4.81315 , -12.3771
-4.7591 , -12.398
-4.61993 , -12.1942
-4.56668 , -12.2142
-4.51334 , -12.234
-4.44624 , -12.216
-4.39289 , -12.2353
-4.33946 , -12.2543
-4.32552 , -12.3865
-4.27143 , -12.4052
-4.21726 , -12.4237
-4.20109 , -12.5558
-4.14627 , -12.574
-4.05428 , -12.4779
-3.97541 , -12.4192
-3.92118 , -12.4365
-3.86688 , -12.4535
-3.8242 , -12.5085
-3.76959 , -12.525
-3.78306 , -12.7715
-3.7273 , -12.7879
-3.68249 , -12.8425
-3.64814 , -12.9354
-3.59166 , -12.9512
-3.55616 , -13.0439
-3.51992 , -13.1366
-3.72735 , -14.1576
-3.79574 , -14.6771
-3.91874 , -15.4302
-3.86105 , -15.4859
-3.89803 , -15.93
-3.84716 , -16.0247
-3.78637 , -16.0802
-3.71617 , -16.0966
-3.6459 , -16.1127
-3.59288 , -16.2065
-3.64095 , -16.7693
-3.71744 , -17.4893
-3.64109 , -17.5053
-3.58063 , -17.5995
-3.5038 , -17.6149
-3.35822 , -17.2766
-3.26788 , -17.2125
-3.19275 , -17.2266
-3.11755 , -17.2404
-3.0423 , -17.2538
-2.96021 , -17.2275
-2.8388 , -16.9641
-2.71975 , -16.7
-2.58428 , -16.3166
-2.50698 , -16.2882
-2.38267 , -15.9429
-2.31309 , -15.9532
-2.24346 , -15.9631
-2.17378 , -15.9728
-2.10929 , -16.0218
-2.03936 , -16.0308
-1.96452 , -15.9998
-1.89469 , -16.0083
-1.82482 , -16.0164
-1.71573 , -15.6663
-1.64736 , -15.6737
-1.56693 , -15.5613
-1.49902 , -15.568
-1.40912 , -15.3354
-1.3387 , -15.3016
-1.26861 , -15.2674
-1.20512 , -15.3127
-1.1383 , -15.3178
-1.06029 , -15.163
-0.988889 , -15.0876
-0.923048 , -15.0918
-0.854921 , -15.0557
-0.787127 , -15.0194
-0.715829 , -14.9028
-0.650796 , -14.9058
-0.585752 , -14.9085
-0.520696 , -14.9109
-0.456852 , -14.953
-0.393698 , -15.0348
-0.328965 , -15.0764
-0.26318 , -15.0777
-0.197389 , -15.0787
-0.130547 , -14.9594
-0.0652736 , -14.9599
1.12945e-06 , -14.96
0.0657995 , -15.0799
0.131597 , -15.0794
0.197915 , -15.1187
0.26388 , -15.1177
0.330713 , -15.1564
0.396841 , -15.1548
0.471513 , -15.4328
0.554202 , -15.8703
0.645429 , -16.4273
0.788635 , -18.0628
1.04016 , -21.655
1.36073 , -25.9644
1.51029 , -26.5972
1.69714 , -27.7481
1.86267 , -28.419
2.04804 , -29.2885
2.17582 , -29.2793
2.30355 , -29.2695
2.2855 , -27.5052
2.39503 , -27.3754
2.48883 , -27.0859
2.60316 , -27.035
2.72109 , -27.0233
2.83898 , -27.0112
2.95681 , -26.9986
3.07911 , -27.0252
3.2064 , -27.0909
3.32458 , -27.0767
3.47803 , -27.3397
3.62339 , -27.5225
3.6949 , -27.1497
3.81332 , -27.1333
3.95464 , -27.2748
4.07361 , -27.2573
4.16816 , -27.0811
4.28628 , -27.0627
4.36575 , -26.8068
4.48267 , -26.7875
4.59951 , -26.7677
4.71626 , -26.7474
4.83292 , -26.7265
4.91304 , -26.5086
5.02866 , -26.4869
5.09076 , -26.1898
5.20498 , -26.1674
5.32708 , -26.1836
5.44128 , -26.1601
5.55537 , -26.1361
5.70331 , -26.268
5.78324 , -26.0866
5.90583 , -26.1002
6.04665 , -26.1911
6.14254 , -26.0866
6.2563 , -26.0595
6.38896 , -26.1097
6.50283 , -26.0816
6.59687 , -25.9754
6.69012 , -25.8689
6.80293 , -25.8395
6.90526 , -25.7709
7.01764 , -25.7405
7.12988 , -25.7097
7.24199 , -25.6783
7.33191 , -25.5696
7.44341 , -25.5373
7.55477 , -25.5046
7.68904 , -25.548
7.8706 , -25.7437
7.98286 , -25.7091
8.09496 , -25.6741
8.2069 , -25.6385
8.31869 , -25.6025
8.40527 , -25.4899
8.51641 , -25.453
8.60168 , -25.3399
8.66007 , -25.1508
8.75654 , -25.075
8.7991 , -24.848
8.90744 , -24.8094
9.02928 , -24.8079
9.13744 , -24.7683
9.30146 , -24.878
9.40992 , -24.8372
9.48953 , -24.7212
9.59731 , -24.6796
9.7049 , -24.6375
9.79749 , -24.5577
9.90455 , -24.5148
10.0871 , -24.6564
10.1946 , -24.6122
10.3174 , -24.6043
10.4403 , -24.5959
10.5475 , -24.5501
10.6705 , -24.5406
10.8419 , -24.6402
11.0469 , -24.8119
11.1715 , -24.8
11.2796 , -24.751
11.7057 , -25.3917
11.5628 , -24.7966
11.6709 , -24.7459
11.8648 , -24.8753
11.8864 , -24.6431
11.9938 , -24.591
12.1363 , -24.6102
12.2971 , -24.6644
12.7467 , -25.2892
13.9647 , -27.4074
19.0108 , -36.912
21.7944 , -41.867
21.9769 , -41.7715
22.6472 , -42.5935
22.8328 , -42.4942
23.1516 , -42.6403
23.4337 , -42.7142
23.6586 , -42.6815
23.8641 , -42.6128
23.9908 , -42.4038
24.1755 , -42.2987
24.3599 , -42.1928
24.3825 , -41.8097
24.5647 , -41.7029
24.7056 , -41.5266
24.8041 , -41.2813
24.2785 , -40.0099
23.8258 , -38.8805
23.9952 , -38.7761
24.143 , -38.6371
24.2473 , -38.4299
24.3718 , -38.2563
24.4086 , -37.9478
24.1165 , -37.1364
24.1248 , -36.7967
24.1085 , -36.4242
23.9561 , -35.853
23.5755 , -34.9523
23.5927 , -34.6507
23.721 , -34.5145
23.7801 , -34.2792
23.4018 , -33.4215
22.9241 , -32.4371
22.9957 , -32.2391
23.0894 , -32.0735
23.1586 , -31.8753
23.1319 , -31.5482
23.1266 , -31.254
23.167 , -31.0246
23.254 , -30.8594
23.3884 , -30.7576
23.5468 , -30.687
23.6805 , -30.584
23.6167 , -30.2282
23.9464 , -30.3761
23.8795 , -30.0209
23.9853 , -29.8853
24.1154 , -29.7803
24.5742 , -30.0775
24.7815 , -30.0626
24.9124 , -29.9542
25.2229 , -30.0597
25.6122 , -30.2546
26.1856 , -30.6597
27.3113 , -31.6966
